SurveyID,RegistrationID,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate
S336,R457,5,4,4,4,4.25,Passive,"To be fair, the data activity during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together. At first, the web dev sprint during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; It was useful overall.",2025-08-04 06:00:00
S337,R458,4,4,5,5,4.5,Promoter,"If I'm being honest, the organizers ran things smoothly even with a big crowd, the Arduino demo during Robotics Lab Saturday really clicked for me (wish there had been more time)! I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me. At first, the pacing made complex ideas feel doable, the web dev sprint during Robotics Lab Saturday really clicked for me; I'd come again and bring a classmate next time!",2025-08-24 00:08:00
S338,R459,4,4,4,4,4.0,Passive,"Surprisingly, I met people who want to collaborate on projects, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; It was useful overall! The panel Q&A during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I might recommend it depending on the topic. — which surprised me in a good way. I left with actionable next steps, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves.",2022-06-16 08:06:00
S339,R461,5,4,4,5,4.5,Promoter,"The organizers ran things smoothly even with a big crowd, the resume clinic during Leadership Circle Meetup really clicked for me; This pushed me to apply for a related program. From my perspective, the panel Q&A during Leadership Circle Meetup really clicked for me, I left with actionable next steps. I met people who want to collaborate on projects, the resume clinic during Leadership Circle Meetup really clicked for me.",2024-06-16 11:18:00
S340,R462,4,4,3,5,4.0,Promoter,"At first, it boosted my confidence more than I expected, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. Surprisingly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd attend again with a clearer agenda. If I'm being honest, the networking breakouts during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; It was useful overall.",2025-07-31 03:12:00
S341,R463,5,5,4,4,4.5,Passive,"Honestly, the sketch warmups during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time. — especially for beginners. Surprisingly, the gallery walk during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected. The watercolor session during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable!",2023-01-13 17:13:00
S342,R464,5,3,5,5,4.5,Promoter,"In my opinion, I met people who want to collaborate on projects, the watercolor session during Monthly Art Studio Workshop really clicked for me! I didn't expect this, but, the gallery walk during Monthly Art Studio Workshop really clicked for me, I met people who want to collaborate on projects. The sketch warmups during Monthly Art Studio Workshop really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend. — next time I'd bring a friend.",2024-05-17 08:07:00
S343,R465,5,4,5,4,4.5,Passive,"I left with actionable next steps, the panel Q&A during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. The resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time. The resume clinic during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school.",2022-11-17 01:17:00
S344,R467,5,4,5,5,4.75,Promoter,"The Python lab during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning. If I'm being honest, it boosted my confidence more than I expected, the robot build during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning. The pacing made complex ideas feel doable, the data activity during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning.",2022-08-13 17:29:00
S345,R468,5,3,4,5,4.25,Promoter,"The goal-setting exercise during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I might recommend it depending on the topic! At first, the panel Q&A during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school (wish there had been more time). The goal-setting exercise during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; It was useful overall!",2024-10-08 09:17:00
S346,R469,5,4,5,5,4.75,Promoter,"If I'm being honest, I left with actionable next steps, the robot build during Data Science Study Group really clicked for me. The robot build during Data Science Study Group really clicked for me, I left with actionable next steps; I'd definitely recommend this to a friend! The hands-on segment tied everything together, the Python lab during Data Science Study Group really clicked for me; I left energized to keep learning.",2022-04-07 15:07:00
S347,R471,5,5,5,4,4.75,Passive,"The mentors were down-to-earth and answered real questions, the panel Q&A during Girls in STEAM Mentoring really clicked for me (wish there had been more time). Honestly, the panel Q&A during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected — especially for beginners! The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected.",2023-07-19 19:23:00
S348,R472,5,4,4,5,4.5,Promoter,"Overall, the organizers ran things smoothly even with a big crowd, the Python lab during Robotics Lab Saturday really clicked for me. The pacing made complex ideas feel doable, the coding challenges during Robotics Lab Saturday really clicked for me; This was absolutely worth the time. (snacks were a plus)! To be fair, it boosted my confidence more than I expected, the Python lab during Robotics Lab Saturday really clicked for me (snacks were a plus)!",2025-10-25 16:11:00
S349,R478,5,3,4,4,4.0,Passive,"The gallery walk during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; It was useful overall. The mixed-media project during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable. I left with actionable next steps, the color theory lesson during Intro to Painting Class really clicked for me.",2025-05-15 23:18:00
S350,R479,5,4,5,4,4.5,Passive,"Honestly, the pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me; This pushed me to apply for a related program. The watercolor session during Intro to Painting Class really clicked for me, I left with actionable next steps; I left energized to keep learning.",2023-08-10 20:20:00
S351,R480,4,4,4,5,4.25,Promoter,"Honestly, the gallery walk during Intro to Painting Class really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda. The sketch warmups during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; I might recommend it depending on the topic. — especially for beginners!",2023-08-12 07:10:00
S352,R481,4,5,5,5,4.75,Promoter,"From my perspective, the panel Q&A during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects! Overall, the pacing made complex ideas feel doable, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me!",2024-05-30 07:25:00
S353,R482,5,3,3,4,3.75,Passive,"The room was a bit crowded, yet the content landed, and the mentor roundtable was helpful during Girls in STEAM Mentoring. I knew parts of it already, but I still learned something, and the panel Q&A was helpful during Girls in STEAM Mentoring! The room was a bit crowded, yet the content landed, and the mentor roundtable was helpful during Girls in STEAM Mentoring. I might recommend it depending on the topic. (snacks were a plus).",2023-01-17 23:02:00
S354,R483,4,4,4,5,4.25,Promoter,"Overall, it boosted my confidence more than I expected, the gallery walk during Intro to Painting Class really clicked for me; I'd attend again with a clearer agenda. I left with actionable next steps, the mixed-media project during Intro to Painting Class really clicked for me.",2025-03-14 07:17:00
S355,R484,5,5,4,5,4.75,Promoter,"The panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected. I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend. Honestly, I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time.",2025-05-11 21:06:00
S356,R486,5,4,4,4,4.25,Passive,"The hands-on segment tied everything together, the gallery walk during Monthly Art Studio Workshop really clicked for me; It was useful overall! The mixed-media project during Monthly Art Studio Workshop really clicked for me, the hands-on segment tied everything together (wish there had been more time)!",2022-08-17 03:07:00
S357,R488,4,4,5,5,4.5,Promoter,"If I'm being honest, the robot build during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions. I met people who want to collaborate on projects, the Python lab during Robotics Lab Saturday really clicked for me; I left energized to keep learning. It boosted my confidence more than I expected, the robot build during Robotics Lab Saturday really clicked for me; This was absolutely worth the time.",2023-06-05 01:19:00
S358,R489,5,4,5,4,4.5,Passive,"In my opinion, the mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time. — next time I'd bring a friend! The panel Q&A during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd — which surprised me in a good way. At first, the pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend.",2025-08-04 19:15:00
S359,R490,4,3,5,5,4.25,Promoter,"The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected. To be fair, the mentors were down-to-earth and answered real questions, the resume clinic during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. (snacks were a plus).",2022-12-07 00:23:00
S360,R493,3,4,2,5,3.5,Promoter,"I knew parts of it already, but I still learned something, and the mixed-media project was helpful during Intro to Painting Class. It was useful overall. I didn't expect this, but, slides were dense, though the discussion helped, and the gallery walk was helpful during Intro to Painting Class. It was useful overall.",2025-05-09 03:13:00
S361,R494,4,4,4,5,4.25,Promoter,"If I'm being honest, the pacing made complex ideas feel doable, the watercolor session during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves! Honestly, it boosted my confidence more than I expected, the sketch warmups during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. The pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me; I'd attend again with a clearer agenda. — next time I'd bring a friend. The mentors were down-to-earth and answered real questions, the mixed-media project during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. (wish there had been more time).",2022-05-13 02:23:00
S362,R497,4,4,3,5,4.0,Promoter,"The networking breakouts during Mentor Office Hours really clicked for me, the hands-on segment tied everything together. If I'm being honest, it boosted my confidence more than I expected, the goal-setting exercise during Mentor Office Hours really clicked for me — especially for beginners!",2022-06-28 04:18:00
S363,R498,5,4,4,4,4.25,Passive,"There were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me; I might recommend it depending on the topic. The panel Q&A during Mentor Office Hours really clicked for me, I left with actionable next steps; I'm curious to see how the next session improves. The networking breakouts during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school; I might recommend it depending on the topic.",2025-01-13 05:13:00
S364,R499,5,5,5,5,5.0,Promoter,"The pacing made complex ideas feel doable, the Arduino demo during Web Dev Bootcamp Night really clicked for me. The coding challenges during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; This was absolutely worth the time.",2024-12-27 15:00:00
S365,R501,3,4,4,4,3.75,Passive,"Not every topic applied to me, but I took notes for later, and the sketch warmups was helpful during Intro to Painting Class! Surprisingly, the room was a bit crowded, yet the content landed, and the color theory lesson was helpful during Intro to Painting Class. I might recommend it depending on the topic.",2023-06-15 15:24:00
S366,R504,5,5,5,5,5.0,Promoter,"The organizers ran things smoothly even with a big crowd, the Arduino demo during Data Science Study Group really clicked for me. The hands-on segment tied everything together, the data activity during Data Science Study Group really clicked for me — especially for beginners!",2022-05-19 09:10:00
S367,R505,5,4,5,5,4.75,Promoter,"The robot build during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time). Surprisingly, it boosted my confidence more than I expected, the Arduino demo during Robotics Lab Saturday really clicked for me. Overall, the robot build during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected — especially for beginners.",2025-03-17 02:07:00
S368,R506,5,5,5,5,5.0,Promoter,"The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd.",2025-03-18 16:14:00
S369,R508,4,5,5,5,4.75,Promoter,"From my perspective, the networking breakouts during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions! To be fair, there were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me (snacks were a plus).",2023-04-16 11:17:00
S370,R509,4,4,5,4,4.25,Passive,"It boosted my confidence more than I expected, the Arduino demo during Data Science Study Group really clicked for me. It boosted my confidence more than I expected, the robot build during Data Science Study Group really clicked for me; I might recommend it depending on the topic. There were concrete examples I can reuse at school, the data activity during Data Science Study Group really clicked for me; It was useful overall.",2025-01-23 07:23:00
S371,R510,5,4,5,4,4.5,Passive,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. I met people who want to collaborate on projects, the networking breakouts during Girls in STEAM Mentoring really clicked for me. The organizers ran things smoothly even with a big crowd, the resume clinic during Girls in STEAM Mentoring really clicked for me!",2024-01-04 07:02:00
S372,R511,5,5,4,4,4.5,Passive,"The Python lab during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd! If I'm being honest, the data activity during Data Science Study Group really clicked for me, I left with actionable next steps. The coding challenges during Data Science Study Group really clicked for me, I met people who want to collaborate on projects!",2023-06-01 23:13:00
S373,R512,5,4,4,5,4.5,Promoter,"I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me. From my perspective, the mentor roundtable during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd. I met people who want to collaborate on projects, the resume clinic during Mentor Office Hours really clicked for me! If I'm being honest, the panel Q&A during Mentor Office Hours really clicked for me, I left with actionable next steps; This was absolutely worth the time.",2023-11-28 09:02:00
S374,R515,4,4,5,4,4.25,Passive,"The gallery walk during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school. There were concrete examples I can reuse at school, the sketch warmups during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. The mentors were down-to-earth and answered real questions, the sketch warmups during Intro to Painting Class really clicked for me!",2022-08-19 15:16:00
S375,R517,5,5,3,4,4.25,Passive,"The resume clinic during Mentor Office Hours really clicked for me, the hands-on segment tied everything together. Overall, the networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects. The panel Q&A during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school; It was useful overall.",2022-08-01 17:06:00
S376,R520,4,5,3,5,4.25,Promoter,"From my perspective, I met people who want to collaborate on projects, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me — which surprised me in a good way. I didn't expect this, but, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic.",2023-07-05 18:15:00
S377,R521,5,5,5,5,5.0,Promoter,"At first, the mentors were down-to-earth and answered real questions, the mentor roundtable during Mentor Office Hours really clicked for me; I left energized to keep learning. The goal-setting exercise during Mentor Office Hours really clicked for me, I left with actionable next steps.",2025-03-31 18:20:00
S378,R522,5,4,5,5,4.75,Promoter,"It boosted my confidence more than I expected, the resume clinic during Mentor Office Hours really clicked for me (snacks were a plus)! The goal-setting exercise during Mentor Office Hours really clicked for me, I left with actionable next steps; This was absolutely worth the time.",2023-02-27 21:16:00
S379,R523,4,3,5,4,4.0,Passive,"Honestly, the watercolor session during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions (wish there had been more time). I left with actionable next steps, the gallery walk during Intro to Painting Class really clicked for me — especially for beginners. The sketch warmups during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected; It was useful overall. — which surprised me in a good way.",2025-03-14 01:04:00
S380,R524,4,5,3,4,4.0,Passive,"I met people who want to collaborate on projects, the resume clinic during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. — which surprised me in a good way! At first, the resume clinic during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions. I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. — next time I'd bring a friend.",2023-10-08 13:27:00
S381,R526,5,5,5,4,4.75,Passive,"The goal-setting exercise during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time! I didn't expect this, but, the goal-setting exercise during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I left energized to keep learning.",2025-04-21 13:00:00
S382,R527,4,5,5,4,4.5,Passive,"Overall, the networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I left energized to keep learning. (snacks were a plus). Honestly, the mentors were down-to-earth and answered real questions, the networking breakouts during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. If I'm being honest, there were concrete examples I can reuse at school, the resume clinic during Mentor Office Hours really clicked for me; This pushed me to apply for a related program.",2024-04-15 16:03:00
S383,R529,5,4,5,3,4.25,Detractor,"I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me; It was useful overall. It boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I'd attend again with a clearer agenda. Overall, I met people who want to collaborate on projects, the panel Q&A during Girls in STEAM Mentoring really clicked for me.",2022-03-16 12:29:00
S384,R530,5,5,4,3,4.25,Detractor,"To be fair, the mentors were down-to-earth and answered real questions, the web dev sprint during Data Science Study Group really clicked for me. There were concrete examples I can reuse at school, the data activity during Data Science Study Group really clicked for me. To be fair, I left with actionable next steps, the data activity during Data Science Study Group really clicked for me. There were concrete examples I can reuse at school, the coding challenges during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. (wish there had been more time)!",2024-08-22 16:21:00
S385,R531,4,4,5,5,4.5,Promoter,"The Arduino demo during Data Science Study Group really clicked for me, I met people who want to collaborate on projects! By the end, the pacing made complex ideas feel doable, the robot build during Data Science Study Group really clicked for me.",2022-10-19 20:16:00
S386,R532,4,5,4,4,4.25,Passive,"There were concrete examples I can reuse at school, the robot build during Data Science Study Group really clicked for me; It was useful overall. From my perspective, the Arduino demo during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd; I'd attend again with a clearer agenda. — especially for beginners. Honestly, I left with actionable next steps, the data activity during Data Science Study Group really clicked for me.",2024-09-19 11:19:00
S387,R534,4,4,4,4,4.0,Passive,"The mentors were down-to-earth and answered real questions, the Python lab during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. The coding challenges during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; I'd attend again with a clearer agenda!",2022-03-09 12:20:00
S388,R536,4,4,4,5,4.25,Promoter,"The organizers ran things smoothly even with a big crowd, the networking breakouts during Leadership Circle Meetup really clicked for me; I'd attend again with a clearer agenda. The networking breakouts during Leadership Circle Meetup really clicked for me, I left with actionable next steps; I might recommend it depending on the topic. The networking breakouts during Leadership Circle Meetup really clicked for me, the hands-on segment tied everything together — especially for beginners.",2022-07-16 07:16:00
S389,R538,4,5,4,5,4.5,Promoter,"I didn't expect this, but, the robot build during Data Science Study Group really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program. Surprisingly, the hands-on segment tied everything together, the data activity during Data Science Study Group really clicked for me. If I'm being honest, it boosted my confidence more than I expected, the web dev sprint during Data Science Study Group really clicked for me; I'd definitely recommend this to a friend!",2024-04-19 03:19:00
S390,R539,5,4,4,5,4.5,Promoter,"The gallery walk during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions (snacks were a plus)! The color theory lesson during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected.",2022-10-28 12:11:00
S391,R540,4,4,5,5,4.5,Promoter,"To be fair, the data activity during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; I left energized to keep learning. The organizers ran things smoothly even with a big crowd, the web dev sprint during Robotics Lab Saturday really clicked for me; I left energized to keep learning. In my opinion, the organizers ran things smoothly even with a big crowd, the coding challenges during Robotics Lab Saturday really clicked for me; This was absolutely worth the time.",2024-07-20 11:19:00
S392,R541,5,4,5,4,4.5,Passive,"The pacing made complex ideas feel doable, the panel Q&A during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. The organizers ran things smoothly even with a big crowd, the mentor roundtable during Mentor Office Hours really clicked for me; This was absolutely worth the time.",2022-02-08 05:15:00
S393,R543,5,5,4,4,4.5,Passive,"From my perspective, the networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; This pushed me to apply for a related program. — which surprised me in a good way. I didn't expect this, but, the hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me. The panel Q&A during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time.",2022-08-21 20:29:00
S394,R544,4,4,4,4,4.0,Passive,"At first, it boosted my confidence more than I expected, the color theory lesson during Intro to Painting Class really clicked for me — especially for beginners. The watercolor session during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school. To be fair, the sketch warmups during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable.",2025-03-14 00:23:00
S395,R545,5,3,5,5,4.5,Promoter,"To be fair, the robot build during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions! The coding challenges during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program.",2023-12-29 12:29:00
S396,R546,5,4,5,4,4.5,Passive,"The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. If I'm being honest, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps. The hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time!",2021-12-29 17:05:00
S397,R547,5,5,5,5,5.0,Promoter,"From my perspective, the pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me; This was absolutely worth the time. I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me.",2025-05-19 04:22:00
S398,R548,5,4,4,5,4.5,Promoter,"Honestly, there were concrete examples I can reuse at school, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time. In my opinion, I left with actionable next steps, the panel Q&A during Girls in STEAM Mentoring really clicked for me.",2022-12-13 23:15:00
S399,R549,5,3,5,5,4.5,Promoter,"The data activity during Monthly Coding Club really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time. The robot build during Monthly Coding Club really clicked for me, the pacing made complex ideas feel doable. The pacing made complex ideas feel doable, the Python lab during Monthly Coding Club really clicked for me; This was absolutely worth the time!",2023-04-16 18:10:00
S400,R550,5,4,3,5,4.25,Promoter,"I didn't expect this, but, the data activity during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions! Surprisingly, the mentors were down-to-earth and answered real questions, the robot build during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic. The organizers ran things smoothly even with a big crowd, the coding challenges during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves.",2023-02-25 21:05:00
S401,R551,4,5,4,5,4.5,Promoter,"I didn't expect this, but, it boosted my confidence more than I expected, the goal-setting exercise during Mentor Office Hours really clicked for me — next time I'd bring a friend. The goal-setting exercise during Mentor Office Hours really clicked for me, I left with actionable next steps — which surprised me in a good way.",2024-11-25 22:15:00
S402,R552,4,4,5,4,4.25,Passive,"In my opinion, I met people who want to collaborate on projects, the coding challenges during Robotics Lab Saturday really clicked for me — which surprised me in a good way. The data activity during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd; I might recommend it depending on the topic. The Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school — next time I'd bring a friend!",2024-04-21 01:00:00
S403,R553,4,5,5,5,4.75,Promoter,"The robot build during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning. The Arduino demo during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions — which surprised me in a good way.",2024-05-19 18:22:00
S404,R554,5,4,3,5,4.25,Promoter,"The goal-setting exercise during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; I'm curious to see how the next session improves. There were concrete examples I can reuse at school, the mentor roundtable during Leadership Circle Meetup really clicked for me (wish there had been more time). The mentors were down-to-earth and answered real questions, the resume clinic during Leadership Circle Meetup really clicked for me (wish there had been more time).",2025-07-16 14:06:00
S405,R555,3,5,3,4,3.75,Passive,"From my perspective, not every topic applied to me, but I took notes for later, and the watercolor session was helpful during Intro to Painting Class. It was useful overall. The room was a bit crowded, yet the content landed, and the gallery walk was helpful during Intro to Painting Class. It was useful overall. Some sections moved quickly but were still useful, and the sketch warmups was helpful during Intro to Painting Class. I'm curious to see how the next session improves!",2023-11-09 21:03:00
S406,R556,4,4,5,4,4.25,Passive,"From my perspective, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps (wish there had been more time). At first, the pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves.",2022-07-07 05:14:00
S407,R557,4,4,4,4,4.0,Passive,"The pacing made complex ideas feel doable, the robot build during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The coding challenges during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd.",2024-01-21 09:03:00
S408,R558,4,5,5,5,4.75,Promoter,"The web dev sprint during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time. If I'm being honest, the Arduino demo during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions.",2024-09-13 15:19:00
S409,R559,4,4,4,4,4.0,Passive,"The mentors were down-to-earth and answered real questions, the robot build during Data Science Study Group really clicked for me. I met people who want to collaborate on projects, the robot build during Data Science Study Group really clicked for me. The web dev sprint during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd.",2024-09-20 08:19:00
S410,R560,5,4,5,4,4.5,Passive,"The coding challenges during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time. To be fair, the coding challenges during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'd definitely recommend this to a friend. The robot build during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions; This pushed me to apply for a related program.",2023-10-23 01:02:00
S411,R562,4,4,5,4,4.25,Passive,"The data activity during Data Science Study Group really clicked for me, I met people who want to collaborate on projects; I'm curious to see how the next session improves. It boosted my confidence more than I expected, the data activity during Data Science Study Group really clicked for me; I'm curious to see how the next session improves.",2024-01-31 20:28:00
S412,R563,4,5,5,3,4.25,Detractor,"I met people who want to collaborate on projects, the gallery walk during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. The mentors were down-to-earth and answered real questions, the sketch warmups during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves.",2022-12-30 20:11:00
S413,R564,4,4,5,5,4.5,Promoter,"Surprisingly, the coding challenges during Monthly Coding Club really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program. (snacks were a plus). Overall, it boosted my confidence more than I expected, the web dev sprint during Monthly Coding Club really clicked for me — next time I'd bring a friend. There were concrete examples I can reuse at school, the Python lab during Monthly Coding Club really clicked for me; I'd definitely recommend this to a friend!",2022-01-16 00:00:00
S414,R565,5,4,4,4,4.25,Passive,"In my opinion, it boosted my confidence more than I expected, the Arduino demo during Robotics Lab Saturday really clicked for me.",2022-01-16 18:08:00
S415,R566,5,5,5,5,5.0,Promoter,"I met people who want to collaborate on projects, the resume clinic during Leadership Circle Meetup really clicked for me; I'd definitely recommend this to a friend. — especially for beginners. The resume clinic during Leadership Circle Meetup really clicked for me, the hands-on segment tied everything together — which surprised me in a good way. Honestly, the panel Q&A during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects!",2025-11-16 06:26:00
S416,R568,5,4,4,4,4.25,Passive,"If I'm being honest, the hands-on segment tied everything together, the color theory lesson during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. I didn't expect this, but, the watercolor session during Intro to Painting Class really clicked for me, I left with actionable next steps.",2022-05-06 08:23:00
S417,R571,5,5,4,4,4.5,Passive,"At first, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd — which surprised me in a good way! The resume clinic during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together. Surprisingly, I left with actionable next steps, the mentor roundtable during Girls in STEAM Mentoring really clicked for me (wish there had been more time).",2024-03-21 06:29:00
