SurveyID,RegistrationID,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate
416,568,5,4,4,4,4.25,Passive,"If I'm being honest, the hands-on segment tied everything together, the color theory lesson during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. I didn't expect this, but, the watercolor session during Intro to Painting Class really clicked for me, I left with actionable next steps.",2022-05-06 08:23:00
417,571,5,5,4,4,4.5,Passive,"At first, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd — which surprised me in a good way! The resume clinic during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together. Surprisingly, I left with actionable next steps, the mentor roundtable during Girls in STEAM Mentoring really clicked for me (wish there had been more time).",2024-03-21 06:29:00
418,572,5,4,4,5,4.5,Promoter,"The Python lab during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions! From my perspective, the robot build during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps.",2024-09-22 02:17:00
419,573,4,5,4,5,4.5,Promoter,"The organizers ran things smoothly even with a big crowd, the panel Q&A during Mentor Office Hours really clicked for me. The mentors were down-to-earth and answered real questions, the panel Q&A during Mentor Office Hours really clicked for me.",2025-01-14 01:20:00
420,575,5,4,4,4,4.25,Passive,"From my perspective, I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. Surprisingly, the goal-setting exercise during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected. The networking breakouts during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected.",2025-09-22 20:18:00
421,576,5,4,5,5,4.75,Promoter,"It boosted my confidence more than I expected, the mentor roundtable during Mentor Office Hours really clicked for me. Honestly, the networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects. I didn't expect this, but, it boosted my confidence more than I expected, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. — which surprised me in a good way!",2022-03-21 08:03:00
422,577,5,4,5,5,4.75,Promoter,"In my opinion, it boosted my confidence more than I expected, the coding challenges during Web Dev Bootcamp Night really clicked for me; I'd definitely recommend this to a friend! At first, there were concrete examples I can reuse at school, the Arduino demo during Web Dev Bootcamp Night really clicked for me. At first, the mentors were down-to-earth and answered real questions, the web dev sprint during Web Dev Bootcamp Night really clicked for me.",2025-06-29 07:06:00
423,578,4,4,5,5,4.5,Promoter,"The resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning. The resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time. I didn't expect this, but, the networking breakouts during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time.",2024-07-17 10:05:00
424,579,5,4,5,4,4.5,Passive,"The pacing made complex ideas feel doable, the resume clinic during Girls in STEAM Mentoring really clicked for me — especially for beginners. To be fair, the pacing made complex ideas feel doable, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me. There were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time.",2025-08-19 15:18:00
425,580,4,4,4,4,4.0,Passive,"In my opinion, the color theory lesson during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic. Overall, the pacing made complex ideas feel doable, the mixed-media project during Intro to Painting Class really clicked for me.",2025-01-03 15:04:00
426,581,5,5,4,4,4.5,Passive,"At first, there were concrete examples I can reuse at school, the sketch warmups during Intro to Painting Class really clicked for me; This pushed me to apply for a related program. — next time I'd bring a friend. The color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",2023-08-04 13:16:00
427,582,5,4,5,4,4.5,Passive,"The pacing made complex ideas feel doable, the panel Q&A during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. The panel Q&A during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; This pushed me to apply for a related program! I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me.",2021-12-27 00:20:00
428,583,5,4,5,4,4.5,Passive,"It boosted my confidence more than I expected, the robot build during Web Dev Bootcamp Night really clicked for me; This was absolutely worth the time. From my perspective, it boosted my confidence more than I expected, the Python lab during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. — especially for beginners. The mentors were down-to-earth and answered real questions, the Arduino demo during Web Dev Bootcamp Night really clicked for me.",2023-05-28 07:12:00
429,584,5,5,5,5,5.0,Promoter,"In my opinion, there were concrete examples I can reuse at school, the Arduino demo during Robotics Lab Saturday really clicked for me. I didn't expect this, but, the robot build during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I'd definitely recommend this to a friend. — especially for beginners. The Arduino demo during Robotics Lab Saturday really clicked for me, I left with actionable next steps; This was absolutely worth the time.",2024-03-31 07:18:00
430,585,4,4,5,4,4.25,Passive,"The hands-on segment tied everything together, the panel Q&A during Mentor Office Hours really clicked for me; I might recommend it depending on the topic. — next time I'd bring a friend. The hands-on segment tied everything together, the mentor roundtable during Mentor Office Hours really clicked for me — especially for beginners.",2022-10-31 04:27:00
431,586,4,4,4,4,4.0,Passive,"If I'm being honest, it boosted my confidence more than I expected, the data activity during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. I met people who want to collaborate on projects, the robot build during Data Science Study Group really clicked for me; I'm curious to see how the next session improves.",2024-12-19 23:19:00
432,587,4,4,5,5,4.5,Promoter,"Surprisingly, the coding challenges during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I'd definitely recommend this to a friend. — next time I'd bring a friend. Surprisingly, the Python lab during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable (wish there had been more time). The organizers ran things smoothly even with a big crowd, the robot build during Robotics Lab Saturday really clicked for me; I'd definitely recommend this to a friend. I left with actionable next steps, the robot build during Robotics Lab Saturday really clicked for me.",2025-01-20 07:25:00
433,589,5,4,4,5,4.5,Promoter,"The mentors were down-to-earth and answered real questions, the data activity during Robotics Lab Saturday really clicked for me. The coding challenges during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I'd definitely recommend this to a friend. (wish there had been more time). By the end, the Arduino demo during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program.",2022-04-30 19:21:00
434,590,4,5,5,5,4.75,Promoter,"I didn't expect this, but, the data activity during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time. By the end, the hands-on segment tied everything together, the robot build during Robotics Lab Saturday really clicked for me.",2025-06-30 03:06:00
435,591,5,4,5,4,4.5,Passive,"If I'm being honest, there were concrete examples I can reuse at school, the sketch warmups during Intro to Painting Class really clicked for me (snacks were a plus)! It boosted my confidence more than I expected, the sketch warmups during Intro to Painting Class really clicked for me — next time I'd bring a friend.",2024-12-21 08:00:00
436,592,5,5,5,4,4.75,Passive,"The sketch warmups during Intro to Painting Class really clicked for me, the hands-on segment tied everything together. To be fair, the organizers ran things smoothly even with a big crowd, the sketch warmups during Intro to Painting Class really clicked for me. The organizers ran things smoothly even with a big crowd, the gallery walk during Intro to Painting Class really clicked for me; I'd definitely recommend this to a friend!",2022-12-09 02:07:00
437,594,4,5,4,5,4.5,Promoter,"I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me! Surprisingly, the networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I left energized to keep learning! The networking breakouts during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected — which surprised me in a good way.",2022-02-21 23:19:00
438,595,4,4,4,4,4.0,Passive,"The hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me; It was useful overall. The resume clinic during Mentor Office Hours really clicked for me, the hands-on segment tied everything together.",2022-03-20 12:04:00
439,597,5,4,4,4,4.25,Passive,"The mentors were down-to-earth and answered real questions, the resume clinic during Mentor Office Hours really clicked for me; It was useful overall. Overall, I left with actionable next steps, the networking breakouts during Mentor Office Hours really clicked for me.",2025-10-06 19:00:00
440,598,4,4,4,4,4.0,Passive,"From my perspective, the resume clinic during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; I'm curious to see how the next session improves. (wish there had been more time). From my perspective, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; It was useful overall! The resume clinic during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together.",2024-10-23 11:02:00
441,599,5,4,4,4,4.25,Passive,"It boosted my confidence more than I expected, the networking breakouts during Leadership Circle Meetup really clicked for me. It boosted my confidence more than I expected, the networking breakouts during Leadership Circle Meetup really clicked for me. The goal-setting exercise during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; I'm curious to see how the next session improves.",2024-02-17 02:01:00
442,600,4,4,5,5,4.5,Promoter,"There were concrete examples I can reuse at school, the coding challenges during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. At first, I left with actionable next steps, the data activity during Web Dev Bootcamp Night really clicked for me; This pushed me to apply for a related program. (wish there had been more time)! The coding challenges during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; This pushed me to apply for a related program.",2023-04-07 16:16:00
443,601,4,5,3,5,4.25,Promoter,"Overall, the goal-setting exercise during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions. The pacing made complex ideas feel doable, the mentor roundtable during Mentor Office Hours really clicked for me; It was useful overall.",2025-03-10 16:14:00
444,602,5,5,4,4,4.5,Passive,"By the end, the web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; This pushed me to apply for a related program. I didn't expect this, but, I met people who want to collaborate on projects, the robot build during Web Dev Bootcamp Night really clicked for me (wish there had been more time).",2022-10-07 15:21:00
445,603,5,3,5,4,4.25,Passive,"The goal-setting exercise during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable! The resume clinic during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions — which surprised me in a good way.",2024-01-22 11:10:00
446,604,4,5,4,5,4.5,Promoter,"In my opinion, there were concrete examples I can reuse at school, the mixed-media project during Intro to Painting Class really clicked for me — especially for beginners. The pacing made complex ideas feel doable, the mixed-media project during Intro to Painting Class really clicked for me; This was absolutely worth the time. (snacks were a plus).",2024-11-29 04:16:00
447,605,5,5,5,4,4.75,Passive,"Overall, the hands-on segment tied everything together, the resume clinic during Leadership Circle Meetup really clicked for me! At first, the goal-setting exercise during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected — next time I'd bring a friend.",2022-02-16 10:03:00
448,607,4,5,5,4,4.5,Passive,"The pacing made complex ideas feel doable, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. Honestly, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd!",2023-06-07 17:24:00
449,609,4,4,5,5,4.5,Promoter,"Surprisingly, the Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school! The Arduino demo during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions! The web dev sprint during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects.",2023-07-02 01:11:00
450,610,5,4,4,4,4.25,Passive,"The coding challenges during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda. Honestly, the Python lab during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together (wish there had been more time). The Python lab during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions; It was useful overall.",2024-06-16 07:26:00
451,611,4,3,4,3,3.5,Detractor,"From my perspective, not every topic applied to me, but I took notes for later, and the Arduino demo was helpful during Data Science Study Group! To be fair, not every topic applied to me, but I took notes for later, and the coding challenges was helpful during Data Science Study Group! By the end, I knew parts of it already, but I still learned something, and the web dev sprint was helpful during Data Science Study Group!",2023-07-14 02:10:00
452,612,3,5,4,4,4.0,Passive,"To be fair, the mixed-media project during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected. I didn't expect this, but, the mixed-media project during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school — next time I'd bring a friend.",2023-03-31 22:02:00
453,613,5,5,4,4,4.5,Passive,"I didn't expect this, but, it boosted my confidence more than I expected, the Python lab during Robotics Lab Saturday really clicked for me; I'd come again and bring a classmate next time! The data activity during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program. The data activity during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I left energized to keep learning.",2022-06-19 04:19:00
454,614,5,4,4,5,4.5,Promoter,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable (snacks were a plus). Honestly, the organizers ran things smoothly even with a big crowd, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program.",2025-03-19 18:06:00
455,615,4,3,5,5,4.25,Promoter,"The pacing made complex ideas feel doable, the coding challenges during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The mentors were down-to-earth and answered real questions, the Arduino demo during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. I didn't expect this, but, the coding challenges during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions.",2023-06-26 01:20:00
456,618,4,5,5,4,4.5,Passive,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable — next time I'd bring a friend. To be fair, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning. The networking breakouts during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program.",2023-03-02 04:13:00
457,619,4,4,5,5,4.5,Promoter,"To be fair, the networking breakouts during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school.",2021-12-09 01:14:00
458,620,3,5,4,5,4.25,Promoter,"By the end, the hands-on segment tied everything together, the resume clinic during Leadership Circle Meetup really clicked for me. The organizers ran things smoothly even with a big crowd, the panel Q&A during Leadership Circle Meetup really clicked for me; It was useful overall.",2023-07-16 05:22:00
459,621,4,4,5,4,4.25,Passive,"The pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me. At first, the pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me. It boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me.",2023-08-15 23:08:00
460,622,5,5,4,3,4.25,Detractor,"It boosted my confidence more than I expected, the networking breakouts during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. — which surprised me in a good way. At first, the mentor roundtable during Mentor Office Hours really clicked for me, I left with actionable next steps. The mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; It was useful overall!",2022-09-12 02:03:00
461,623,3,4,5,4,4.0,Passive,"I didn't expect this, but, the sketch warmups during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; It was useful overall. I didn't expect this, but, the color theory lesson during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school (snacks were a plus)! From my perspective, I met people who want to collaborate on projects, the sketch warmups during Intro to Painting Class really clicked for me; It was useful overall.",2023-01-13 14:28:00
462,624,4,4,5,5,4.5,Promoter,"There were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. — especially for beginners. In my opinion, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. I left with actionable next steps, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me!",2023-04-12 06:20:00
463,625,5,4,4,5,4.5,Promoter,"I met people who want to collaborate on projects, the resume clinic during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. — especially for beginners. The mentor roundtable during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd definitely recommend this to a friend. Overall, the mentor roundtable during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd. Surprisingly, it boosted my confidence more than I expected, the mentor roundtable during Mentor Office Hours really clicked for me.",2023-08-21 00:05:00
464,627,5,5,5,5,5.0,Promoter,"To be fair, the panel Q&A during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning! At first, the organizers ran things smoothly even with a big crowd, the resume clinic during Girls in STEAM Mentoring really clicked for me!",2024-12-25 05:14:00
465,630,5,4,5,4,4.5,Passive,"The pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me — which surprised me in a good way. The pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me — next time I'd bring a friend.",2024-07-28 12:19:00
466,631,5,4,5,4,4.5,Passive,"To be fair, the sketch warmups during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program. In my opinion, the color theory lesson during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend.",2025-01-16 16:28:00
467,632,5,5,5,4,4.75,Passive,"The Arduino demo during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time. (snacks were a plus). The organizers ran things smoothly even with a big crowd, the data activity during Web Dev Bootcamp Night really clicked for me; This pushed me to apply for a related program. (snacks were a plus). At first, I met people who want to collaborate on projects, the coding challenges during Web Dev Bootcamp Night really clicked for me; This was absolutely worth the time.",2025-06-28 16:12:00
468,633,5,5,4,4,4.5,Passive,"I met people who want to collaborate on projects, the Python lab during Data Science Study Group really clicked for me. The mentors were down-to-earth and answered real questions, the coding challenges during Data Science Study Group really clicked for me; This pushed me to apply for a related program.",2024-03-21 15:05:00
469,634,3,5,5,5,4.5,Promoter,"By the end, the organizers ran things smoothly even with a big crowd, the mixed-media project during Monthly Art Studio Workshop really clicked for me! The color theory lesson during Monthly Art Studio Workshop really clicked for me, I met people who want to collaborate on projects.",2025-07-16 22:00:00
470,635,4,5,5,5,4.75,Promoter,"At first, the mentor roundtable during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I'd come again and bring a classmate next time! It boosted my confidence more than I expected, the panel Q&A during Mentor Office Hours really clicked for me; This pushed me to apply for a related program!",2025-09-23 01:14:00
471,636,4,4,4,5,4.25,Promoter,"The watercolor session during Intro to Painting Class really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda! To be fair, the watercolor session during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd! The mixed-media project during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; I'm curious to see how the next session improves.",2022-12-30 07:16:00
472,638,5,4,4,5,4.5,Promoter,"There were concrete examples I can reuse at school, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me — which surprised me in a good way! The resume clinic during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; I'd definitely recommend this to a friend. Honestly, the networking breakouts during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school. Honestly, the pacing made complex ideas feel doable, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me!",2025-10-29 04:09:00
473,639,5,4,4,5,4.5,Promoter,"I didn't expect this, but, the pacing made complex ideas feel doable, the panel Q&A during Mentor Office Hours really clicked for me; This was absolutely worth the time. The mentors were down-to-earth and answered real questions, the panel Q&A during Mentor Office Hours really clicked for me; I left energized to keep learning. (snacks were a plus). To be fair, there were concrete examples I can reuse at school, the resume clinic during Mentor Office Hours really clicked for me.",2022-07-25 04:03:00
474,641,4,5,5,4,4.5,Passive,"From my perspective, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. The networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program.",2024-01-18 08:29:00
475,642,5,5,5,4,4.75,Passive,"From my perspective, the hands-on segment tied everything together, the Arduino demo during Data Science Study Group really clicked for me — especially for beginners. If I'm being honest, there were concrete examples I can reuse at school, the web dev sprint during Data Science Study Group really clicked for me. If I'm being honest, the coding challenges during Data Science Study Group really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program.",2024-07-11 05:19:00
476,643,5,4,5,4,4.5,Passive,"The mentors were down-to-earth and answered real questions, the resume clinic during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning. — next time I'd bring a friend. Surprisingly, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program.",2025-05-29 00:01:00
477,644,4,4,5,3,4.0,Detractor,"Honestly, the robot build during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects; I'd attend again with a clearer agenda. The Arduino demo during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps! The robot build during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects.",2023-06-17 07:08:00
478,645,4,4,4,5,4.25,Promoter,"The mixed-media project during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; It was useful overall! Surprisingly, the color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together. The gallery walk during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd.",2025-05-29 18:15:00
479,647,4,4,5,5,4.5,Promoter,"The goal-setting exercise during Leadership Circle Meetup really clicked for me, there were concrete examples I can reuse at school. In my opinion, the goal-setting exercise during Leadership Circle Meetup really clicked for me, I left with actionable next steps; I left energized to keep learning.",2021-12-16 07:22:00
480,648,3,5,4,5,4.25,Promoter,"Overall, the watercolor session during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable! To be fair, the sketch warmups during Intro to Painting Class really clicked for me, I left with actionable next steps; It was useful overall. Honestly, the pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. — next time I'd bring a friend.",2021-12-31 10:08:00
481,650,5,4,4,5,4.5,Promoter,"Surprisingly, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. The resume clinic during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program. — especially for beginners. In my opinion, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected.",2024-05-15 07:26:00
482,651,4,4,5,5,4.5,Promoter,"By the end, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together. I didn't expect this, but, the networking breakouts during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I left energized to keep learning. In my opinion, the resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time.",2021-12-29 22:27:00
483,652,4,4,4,4,4.0,Passive,"The watercolor session during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; I'm curious to see how the next session improves. At first, the mentors were down-to-earth and answered real questions, the mixed-media project during Intro to Painting Class really clicked for me. Honestly, the mixed-media project during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects.",2022-04-02 03:29:00
484,653,4,4,5,4,4.25,Passive,"From my perspective, I met people who want to collaborate on projects, the Arduino demo during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The pacing made complex ideas feel doable, the web dev sprint during Robotics Lab Saturday really clicked for me — which surprised me in a good way.",2025-10-27 04:19:00
485,654,5,4,4,5,4.5,Promoter,"To be fair, there were concrete examples I can reuse at school, the robot build during Data Science Study Group really clicked for me. The organizers ran things smoothly even with a big crowd, the robot build during Data Science Study Group really clicked for me; This pushed me to apply for a related program. — next time I'd bring a friend. The organizers ran things smoothly even with a big crowd, the coding challenges during Data Science Study Group really clicked for me; I'd definitely recommend this to a friend!",2025-06-05 12:14:00
486,655,4,5,5,5,4.75,Promoter,"The organizers ran things smoothly even with a big crowd, the Python lab during Data Science Study Group really clicked for me. I left with actionable next steps, the robot build during Data Science Study Group really clicked for me — especially for beginners.",2024-05-02 07:05:00
487,657,4,4,5,4,4.25,Passive,"I didn't expect this, but, the resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. There were concrete examples I can reuse at school, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic! I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me!",2022-09-15 04:20:00
488,659,3,3,4,4,3.5,Passive,"I didn't expect this, but, not every topic applied to me, but I took notes for later, and the Python lab was helpful during Data Science Study Group (snacks were a plus). If I'm being honest, the room was a bit crowded, yet the content landed, and the robot build was helpful during Data Science Study Group. Not every topic applied to me, but I took notes for later, and the Arduino demo was helpful during Data Science Study Group. I'd attend again with a clearer agenda. (snacks were a plus).",2023-09-21 07:11:00
489,660,5,5,5,5,5.0,Promoter,"By the end, the networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd! The goal-setting exercise during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time). The mentor roundtable during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I left energized to keep learning!",2022-09-05 19:19:00
490,661,4,4,4,5,4.25,Promoter,"The organizers ran things smoothly even with a big crowd, the Python lab during Robotics Lab Saturday really clicked for me (snacks were a plus). At first, the hands-on segment tied everything together, the coding challenges during Robotics Lab Saturday really clicked for me! The Arduino demo during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; I'm curious to see how the next session improves. — especially for beginners.",2024-10-28 09:22:00
491,662,4,3,4,5,4.0,Promoter,"There were concrete examples I can reuse at school, the networking breakouts during Girls in STEAM Mentoring really clicked for me (snacks were a plus).",2022-04-20 18:22:00
492,663,4,4,5,5,4.5,Promoter,"The organizers ran things smoothly even with a big crowd, the web dev sprint during Web Dev Bootcamp Night really clicked for me; I'd definitely recommend this to a friend. The data activity during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend. (wish there had been more time). By the end, it boosted my confidence more than I expected, the coding challenges during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time.",2025-07-18 15:05:00
493,664,5,4,3,4,4.0,Passive,"The web dev sprint during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school. It boosted my confidence more than I expected, the robot build during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda. The data activity during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together. Overall, the Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I might recommend it depending on the topic.",2024-12-21 20:27:00
494,665,5,4,5,4,4.5,Passive,"The coding challenges during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd! By the end, the organizers ran things smoothly even with a big crowd, the Python lab during Web Dev Bootcamp Night really clicked for me. I left with actionable next steps, the web dev sprint during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. — which surprised me in a good way.",2024-10-26 20:02:00
495,666,4,4,4,5,4.25,Promoter,"If I'm being honest, the Arduino demo during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school; I'd attend again with a clearer agenda. The Python lab during Data Science Study Group really clicked for me, the hands-on segment tied everything together; I might recommend it depending on the topic. — next time I'd bring a friend. The web dev sprint during Data Science Study Group really clicked for me, it boosted my confidence more than I expected.",2023-12-29 08:26:00
496,667,5,5,5,5,5.0,Promoter,"I didn't expect this, but, there were concrete examples I can reuse at school, the Arduino demo during Robotics Lab Saturday really clicked for me! At first, the data activity during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program.",2022-09-03 16:03:00
497,669,5,4,5,4,4.5,Passive,"The organizers ran things smoothly even with a big crowd, the networking breakouts during Leadership Circle Meetup really clicked for me; This was absolutely worth the time. (snacks were a plus). The mentors were down-to-earth and answered real questions, the goal-setting exercise during Leadership Circle Meetup really clicked for me — which surprised me in a good way!",2023-06-16 09:22:00
